Suburb;Rooms;Type;Method;SellerG;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;BuildingArea;YearBuilt;Lattitude;Longtitude;Regionname;Propertycount
Other;2;h;S;Other;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.11275712377824777;-0.0004853643256824372;0.0;0.12115958246204783;0.0306395828643404;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Other;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.1243032822011321;-0.18665031200084334;-2.2327091576751275;0.01643684475344454;-0.017478177716459906;Northern Metropolitan;-0.7846248060811246
Other;3;h;SP;Other;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.1298253579685985;-0.005505499124709519;-2.2327091576751275;-0.0012272314866126823;-0.007854625600245142;Northern Metropolitan;-0.7846248060811246
Other;3;h;PI;Other;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.13986549572762838;-0.0004853643256824372;0.0;0.15522601521060153;0.01620425469015501;Northern Metropolitan;-0.7846248060811246
Other;4;h;VB;Nelson;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;-0.7802347038224254;0.2824025611428154;-0.13333940618425896;-0.025916182265682344;1.7022359651445627;0.025268882873383497;-0.010741691235191628;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Jellis;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.11802819610173844;-0.0004853643256824372;0.0;0.06438219454773188;0.0008065713040472768;Northern Metropolitan;-0.7846248060811246
Other;3;h;S;Nelson;-1.3031786343687861;-0.42241516658907846;1.1260033845091308;0.6734060257575629;0.2824025611428154;-0.10196397568729068;0.14757462443258668;-1.8875385328663825;0.08583142998202303;0.039300779768906335;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Nelson;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.09920293780355746;-0.11521292100743845;-2.577879782483872;0.040409519650588206;0.001768926515696105;Northern Metropolitan;-0.7846248060811246
Other;1;u;S;Other;-1.3031786343687861;-0.42241516658907846;-1.9967588949259938;-0.7802347038224254;-0.90008879371833;-0.0003075808771134253;-0.0004853643256824372;0.0;0.10601894568484312;0.020053675536476807;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Other;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;-0.7802347038224254;0.2824025611428154;-0.10823906178668434;-0.19685565357132975;-2.2327091576751275;0.10349550622199061;0.03545135892231103;Northern Metropolitan;-0.7846248060811246
Other;2;u;VB;Jellis;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;0.6734060257575629;-0.90008879371833;-0.0003075808771134253;-0.0004853643256824372;0.0;-0.022676466920903842;0.11051506542845797;Northern Metropolitan;-0.7846248060811246
Other;3;h;VB;Nelson;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.10974508245053881;0.0965479165801546;1.3915824028166923;0.008866526364797359;0.01139247863191087;Northern Metropolitan;-0.7846248060811246
Other;2;u;S;Other;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;0.6734060257575629;-0.90008879371833;-0.0003075808771134253;-0.1483802811115193;1.5296506527401903;0.017698564484825968;0.012354833843559699;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Other;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.114514147886078;-0.0004853643256824372;0.0;0.010128246096268438;0.020053675536476807;Northern Metropolitan;-0.7846248060811246
Other;1;u;SP;Other;-1.3031786343687861;-0.42241516658907846;-1.9967588949259938;-0.7802347038224254;-0.90008879371833;-0.0003075808771134253;-0.0004853643256824372;0.0;0.09592518783343308;0.0344890037106622;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Jellis;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.10372099979512091;-0.14072627493365447;-2.577879782483872;0.002557927707710908;0.022940741171423293;Northern Metropolitan;-0.7846248060811246
Other;3;h;S;Jellis;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.13509643029208918;-0.10755891482957364;-2.923050407292617;0.04545639857629323;-0.02132759856305522;Northern Metropolitan;-0.7846248060811246
Other;3;h;S;Other;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.12882134419269553;-0.12031559179268166;-2.577879782483872;0.08961658917625698;0.012354833843559699;Northern Metropolitan;-0.7846248060811246
Other;3;h;S;Other;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;-0.7802347038224254;0.2824025611428154;-0.11752618921378695;-0.0004853643256824372;0.0;0.08835486944487556;0.021978385959774464;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Other;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.12580930286498657;-0.20195832435657296;0.7012411531992029;0.10223378649060919;0.04988668709676993;Northern Metropolitan;-0.7846248060811246
Other;4;h;PI;Other;-1.3031786343687861;-0.42241516658907846;1.1260033845091308;0.6734060257575629;0.2824025611428154;0.032322866839733594;-0.043775530014033566;-2.2327091576751275;0.024007163142002068;-0.0001557839073280337;Northern Metropolitan;-0.7846248060811246
Other;3;t;S;Other;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.0003075808771134253;-0.0004853643256824372;1.5641677152210647;-0.0012272314866126823;0.006580702573940247;Northern Metropolitan;-0.7846248060811246
Other;3;u;S;Jellis;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;0.6734060257575629;0.2824025611428154;0.9133449551946031;-0.3193197524171667;0.0;0.017698564484825968;0.012354833843559699;Northern Metropolitan;-0.7846248060811246
Other;2;u;S;Other;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.0003075808771134253;-0.2351256844606538;0.18348521598608583;0.09718690756490415;0.01909132032482798;Northern Metropolitan;-0.7846248060811246
Other;2;h;PI;Other;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;0.6734060257575629;-0.90008879371833;-0.13233539240835598;-0.043775530014033566;1.6677189026636883;0.01643684475344454;0.02390309638307212;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Marshall;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.12656231319691383;-0.17134229964511372;-2.2327091576751275;0.015175125021973459;-0.011704046446840456;Northern Metropolitan;-0.7846248060811246
Other;1;u;SP;Other;-1.3031786343687861;-0.42241516658907846;-1.9967588949259938;-0.7802347038224254;-0.90008879371833;-0.0003075808771134253;-0.0004853643256824372;0.0;0.09592518783343308;0.0344890037106622;Northern Metropolitan;-0.7846248060811246
Other;3;h;PI;Nelson;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;2.127046755337551;-0.90008879371833;-0.12179324776137464;0.05572655029820896;1.6332018401828137;0.09466346810205165;0.046999621461823446;Northern Metropolitan;-0.7846248060811246
Other;1;u;S;Jellis;-1.3031786343687861;-0.42241516658907846;-1.9967588949259938;-0.7802347038224254;-0.90008879371833;-0.0003075808771134253;-0.2606390383868698;0.0;0.017698564484825968;0.012354833843559699;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Nelson;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;0.6734060257575629;0.2824025611428154;-0.13886148195172537;-0.061634877762384785;-1.5423679080576378;0.10980410487916671;-0.0001557839073280337;Northern Metropolitan;-0.7846248060811246
Other;4;h;S;Other;-1.3031786343687861;-0.42241516658907846;1.1260033845091308;2.127046755337551;-0.90008879371833;-0.0003075808771134253;-0.0004853643256824372;0.0;0.12368302192490034;0.012354833843559699;Northern Metropolitan;-0.7846248060811246
Other;3;h;S;Other;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.12656231319691383;-0.3422817709507611;0.0;0.053026716964850756;-0.00881698081189397;Northern Metropolitan;-0.7846248060811246
Other;3;h;S;Other;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;-0.7802347038224254;-0.90008879371833;-0.12129124087342315;-0.0718402193328712;-0.5068560336314036;0.1072806654163142;0.005618347362291418;Northern Metropolitan;-0.7846248060811246
Other;1;u;S;Nelson;-1.3031786343687861;-0.42241516658907846;-1.9967588949259938;-0.7802347038224254;-0.90008879371833;-0.0003075808771134253;-0.2606390383868698;1.6677189026636883;0.04671811830767466;0.008505412997237904;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Jellis;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.12279726153727762;-0.1560342872893841;-2.2327091576751275;0.09592518783343308;0.003693636938993762;Northern Metropolitan;-0.7846248060811246
Other;3;h;SP;Jellis;-1.3031786343687861;-0.42241516658907846;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.13333940618425896;-0.061634877762384785;1.1499629654505712;0.08835486944487556;0.001768926515696105;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Nelson;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.1177771926577627;-0.17899630582297854;-2.2327091576751275;0.08961658917625698;0.022940741171423293;Northern Metropolitan;-0.7846248060811246
Other;2;h;S;Other;-1.3031786343687861;-0.42241516658907846;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.12028722709752016;-0.18154764121560013;-1.197197283248893;0.007604806633415928;-0.0059299151772210035;Northern Metropolitan;-0.7846248060811246
Other;3;t;PI;Nelson;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.08740577593669739;0.18584465532191072;1.7712700901063116;1.1507228833082028;-1.1280360919225565;Western Metropolitan;-0.9113828443039624
Other;3;h;VB;Nelson;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.0003075808771134253;-0.018262176087817536;0.010899903581713447;1.1217033294853542;-1.1520949722129565;Western Metropolitan;-0.9113828443039624
Other;3;h;SP;Nelson;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.0003075808771134253;-0.018262176087817536;0.010899903581713447;1.1217033294853542;-1.1520949722129565;Western Metropolitan;-0.9113828443039624
Other;2;h;S;Nelson;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.09518688269994553;-0.17389363503773533;-0.5068560336314036;1.0068868339253407;-1.0318005707606823;Western Metropolitan;-0.9113828443039624
Other;3;t;S;Other;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.10346999635114515;-0.04632686540665517;1.5296506527401903;1.1027775335139154;-1.0731818448602144;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Other;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.0906688207083821;-0.09225090247384403;0.5286558407948305;1.033382948285337;-1.1626808795405466;Western Metropolitan;-0.9113828443039624
Other;2;u;VB;Barry;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.12129124087342315;-0.16879096425249213;1.5986847777019393;1.106562692708239;-1.0471982541465166;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Barry;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.007837684196385815;-0.0004853643256824372;0.0;1.1595549214282315;-1.0394994124535994;Western Metropolitan;-0.9113828443039624
Other;4;h;S;Other;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;0.2824025611428154;-0.01361076340782798;-0.06418621315500639;0.0;1.0510470245253045;-1.116487829383044;Western Metropolitan;-0.9113828443039624
Other;6;h;SP;Barry;0.572456788559921;-0.6981292994321446;3.207844904132547;2.127046755337551;0.2824025611428154;0.08151954185897987;0.08634257500966819;0.5286558407948305;1.0762814191539194;-1.1713420764451126;Western Metropolitan;-0.9113828443039624
Other;2;t;S;Barry;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.13584944062401644;-0.1585856226820057;1.736753027625437;1.105300972976768;-1.1954009567355126;Western Metropolitan;-0.9113828443039624
Other;2;u;S;Barry;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.1280683338607683;-0.20195832435657296;1.6677189026636883;1.0018399549996357;-1.0289135051260092;Western Metropolitan;-0.9113828443039624
Other;2;u;S;Nelson;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.13333940618425896;-0.1483802811115193;1.6332018401828137;1.0825900178110954;-1.116487829383044;Western Metropolitan;-0.9113828443039624
Other;3;h;PI;Other;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;5.012367980587397;0.1033568414848698;-0.04887820079927677;0.35607052839045816;1.0636642218396568;-1.1780785629263808;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Nelson;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;-0.90008879371833;-0.0003075808771134253;-0.12031559179268166;-0.5068560336314036;1.1040392532453867;-1.1251490262876098;Western Metropolitan;-0.9113828443039624
Other;3;u;S;Nelson;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;-0.90008879371833;-0.09694390680777575;-0.05653220697714158;0.9773776530461987;0.9967930760738412;-1.0558594510510824;Western Metropolitan;-0.9113828443039624
Other;2;u;S;Barry;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.11526715821800523;-0.0004853643256824372;0.0;1.1545080425025265;-1.1212996054410147;Western Metropolitan;-0.9113828443039624
Other;5;h;PI;Other;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.013861766851803726;-0.0004853643256824372;0.0;1.0649259415710381;-1.2059868640633764;Western Metropolitan;-0.9113828443039624
Other;3;t;PI;Other;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.12204425120535038;-0.04887820079927677;1.5296506527401903;1.0371681074796606;-1.041424122876897;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Barry;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;0.2824025611428154;0.08026452463910114;-0.09990490865170884;-0.16168540882265892;1.1431525649196452;-1.1472831961547123;Western Metropolitan;-0.9113828443039624
Other;2;u;S;Barry;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.12229525464932613;-0.0004853643256824372;1.3225482778549436;1.1027775335139154;-1.0481606093581652;Western Metropolitan;-0.9113828443039624
Other;3;h;SP;Barry;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;0.2824025611428154;0.0014494432307167989;-0.0004853643256824372;0.0;1.038429827211042;-1.1646055899638443;Western Metropolitan;-0.9113828443039624
Other;2;h;S;Barry;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.009845711748191785;-0.13307226875578967;0.35607052839045816;1.141890845188264;-1.1424714200967419;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Nelson;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;3.8298766257262518;-0.009845711748191785;0.05572655029820896;-0.5068560336314036;1.1595549214282315;-1.1126384085364487;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Other;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;-0.90008879371833;0.031067849619854863;-0.0004853643256824372;0.0;1.0863751770053294;-1.075106555283512;Western Metropolitan;-0.9113828443039624
Other;4;h;S;Other;0.572456788559921;-0.6981292994321446;2.166924144320839;2.127046755337551;2.647385270865106;-0.030176990710227235;0.40015682830212534;0.5286558407948305;1.0460001455995995;-1.2252339682958058;Western Metropolitan;-0.9113828443039624
Other;3;h;PI;Barry;0.572456788559921;-0.6981292994321446;0.08508262469742256;2.127046755337551;0.2824025611428154;-0.024152908054809324;0.10165058736539781;0.5286558407948305;1.018242311508222;-1.2107986401213469;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Other;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.057536366103583585;-0.06673754854762799;1.0464117780079476;1.1709103990111125;-1.116487829383044;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Nelson;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;1.4648939160039607;-0.009343704860240292;-0.0004853643256824372;0.0;1.1330588070682353;-1.082805396976429;Western Metropolitan;-0.9113828443039624
Other;3;t;SP;Nelson;0.572456788559921;-0.6981292994321446;-0.9558381351142856;0.6734060257575629;-0.90008879371833;-0.12304826498125336;-0.13052093336316806;1.5641677152210647;1.0863751770053294;-1.1068642772668291;Western Metropolitan;-0.9113828443039624
Other;3;t;SP;Barry;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.08991581037645485;-0.12796959797054647;-0.16168540882265892;1.1254884886796777;-1.1318855127688783;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Barry;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;-0.90008879371833;-0.018128825399391413;-0.09990490865170884;0.35607052839045816;1.0926837756625054;-1.1732667868684101;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Barry;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;-0.90008879371833;-0.007084673864458576;-0.0004853643256824372;0.0;1.1456760043824978;-1.0895418834576973;Western Metropolitan;-0.9113828443039624
Other;2;u;S;Nelson;0.572456788559921;-0.6981292994321446;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.1280683338607683;-0.19430431817870814;0.0;1.1229650492168253;-1.1116760533247998;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Nelson;0.572456788559921;-0.6981292994321446;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.11024708933849031;-0.0004853643256824372;0.0;1.1494611635768215;-1.0856924626113755;Western Metropolitan;-0.9113828443039624
Other;3;h;S;Other;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;0.2824025611428154;-0.009845711748191785;-0.0004853643256824372;0.0;1.1646018003539365;-1.0943536595159415;Western Metropolitan;-0.9113828443039624
Other;4;h;S;Nelson;0.572456788559921;-0.6981292994321446;1.1260033845091308;2.127046755337551;0.2824025611428154;-0.029925987266251487;-0.0004853643256824372;0.0;1.0460001455995995;-1.2146480609679422;Western Metropolitan;-0.9113828443039624
Other;3;h;PI;Nelson;0.572456788559921;-0.6981292994321446;0.08508262469742256;-0.7802347038224254;-0.90008879371833;-0.016622804735536935;-0.0004853643256824372;0.0;1.1254884886796777;-1.1280360919225565;Western Metropolitan;-0.9113828443039624
Other;4;h;S;Other;0.572456788559921;-0.6981292994321446;1.1260033845091308;-0.7802347038224254;0.2824025611428154;-0.03569906647769366;-0.0004853643256824372;0.0;1.0485235850624521;-1.1232243158643123;Western Metropolitan;-0.9113828443039624
Other;4;h;S;Other;0.572456788559921;-0.6981292994321446;1.1260033845091308;0.6734060257575629;1.4648939160039607;-0.005829656644579844;-0.015710840695195932;0.35607052839045816;1.0548321837196282;-1.1674926555987908;Western Metropolitan;-0.9113828443039624
Other;2;h;S;hockingstuart;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.13333940618425896;-0.17899630582297854;-2.2327091576751275;-0.4630166531896978;-0.38221080291933107;Southern Metropolitan;-0.9534071308499122
Other;2;h;S;Other;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.12355027186920486;-0.0004853643256824372;0.0;-0.4516611756068167;-0.3985708415168141;Southern Metropolitan;-0.9534071308499122
Other;3;h;PI;Buxton;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.11049809278246606;0.11695859972112743;-2.577879782483872;-0.4907744872811651;-0.43610269476975083;Southern Metropolitan;-0.9534071308499122
Other;3;h;S;Other;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.131331378632453;-0.04887820079927677;-2.577879782483872;-0.45418461506966923;-0.4466886020976144;Southern Metropolitan;-0.9534071308499122
Other;2;h;S;Other;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.13082937174450152;-0.18154764121560013;-2.2327091576751275;-0.427688500709673;-0.3725872508031163;Southern Metropolitan;-0.9534071308499122
